awarding_agency_name,award_description,doc,ents,text,label,status
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF KS-BIO.0114-17; E-168-2011/0-AU-03; BUCK; PATENT LEGAL SERVICE (CHANG),IGF::CT::IGF KS-BIO.0114-17; E-168-2011/0-AU-03; BUCK; PATENT LEGAL SERVICE (CHANG),"(0, 27, 'IGF::CT::IGF KS-BIO.0114-17', 'PERSON')",IGF::CT::IGF KS-BIO.0114-17,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF KS-BIO.0114-17; E-168-2011/0-AU-03; BUCK; PATENT LEGAL SERVICE (CHANG),IGF::CT::IGF KS-BIO.0114-17; E-168-2011/0-AU-03; BUCK; PATENT LEGAL SERVICE (CHANG),"(77, 82, 'CHANG', 'PERSON')",CHANG,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF LVM-BIO.0353-15; E-088-2005/0-CA-05; PANICALI; PATENT LEGAL SERVICE; (CHATTERJEE),IGF::CT::IGF LVM-BIO.0353-15; E-088-2005/0-CA-05; PANICALI; PATENT LEGAL SERVICE; (CHATTERJEE),"(0, 28, 'IGF::CT::IGF LVM-BIO.0353-15', 'PERSON')",IGF::CT::IGF LVM-BIO.0353-15,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF SR-BIO.0293-17; E-060-2015/0-US-07; GRAHAM; PATENT LEGAL SERVICE (PETRIK),IGF::CT::IGF SR-BIO.0293-17; E-060-2015/0-US-07; GRAHAM; PATENT LEGAL SERVICE (PETRIK),"(49, 55, 'GRAHAM', 'PERSON')",GRAHAM,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF EAPD-MES.0024-17; E-165-2012/0-EP-03; PANTIN; PATENT LEGAL SERVICE (SHMILOVICH),IGF::CT::IGF EAPD-MES.0024-17; E-165-2012/0-EP-03; PANTIN; PATENT LEGAL SERVICE (SHMILOVICH),"(0, 29, 'IGF::CT::IGF EAPD-MES.0024-17', 'PERSON')",IGF::CT::IGF EAPD-MES.0024-17,PERSON,
DEPARTMENT OF DEFENSE (DOD),"THE CONTRACTOR SHALL PERFORM THE ""MONOLITHIC INTEGRATION OF LITHIUM NIOBATE PHOTONICS ON GAN ELECTRONICS FOR MILLIMETER WAVE AND THZ COMMUNICATIONS AND SIGNAL PROCESSING (MILGENT)"" SEEDLING EFFORT.","THE CONTRACTOR SHALL PERFORM THE ""MONOLITHIC INTEGRATION OF LITHIUM NIOBATE PHOTONICS ON GAN ELECTRONICS FOR MILLIMETER WAVE AND THZ COMMUNICATIONS AND SIGNAL PROCESSING (MILGENT)"" SEEDLING EFFORT.","(171, 178, 'MILGENT', 'PERSON')",MILGENT,PERSON,
DEPARTMENT OF HOMELAND SECURITY (DHS),CONTRACTING OFFICER (CO):  GREGORY BLASZKO CONTINUED TECHNICAL SERVICES ASSISTING IN DEVELOPING AND IMPLEMENTING ENTERPRISE INFRASTRUCTURE TRANSITION AND MODERNIZATION STRATEGIES.,CONTRACTING OFFICER (CO):  GREGORY BLASZKO CONTINUED TECHNICAL SERVICES ASSISTING IN DEVELOPING AND IMPLEMENTING ENTERPRISE INFRASTRUCTURE TRANSITION AND MODERNIZATION STRATEGIES.,"(27, 42, 'GREGORY BLASZKO', 'PERSON')",GREGORY BLASZKO,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF KS-BIO.0242-17; E-072-2017/0-US-01; CHOU; PATENT LEGAL SERVICE (VATHYAM),IGF::CT::IGF KS-BIO.0242-17; E-072-2017/0-US-01; CHOU; PATENT LEGAL SERVICE (VATHYAM),"(0, 27, 'IGF::CT::IGF KS-BIO.0242-17', 'PERSON')",IGF::CT::IGF KS-BIO.0242-17,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF KS-BIO.0393-17; E-263-2014/0-EP-05; ROBERTS; PATENT LEGAL SERVICE (GREENE),IGF::CT::IGF KS-BIO.0393-17; E-263-2014/0-EP-05; ROBERTS; PATENT LEGAL SERVICE (GREENE),"(0, 27, 'IGF::CT::IGF KS-BIO.0393-17', 'PERSON')",IGF::CT::IGF KS-BIO.0393-17,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF KS-BIO.0393-17; E-263-2014/0-EP-05; ROBERTS; PATENT LEGAL SERVICE (GREENE),IGF::CT::IGF KS-BIO.0393-17; E-263-2014/0-EP-05; ROBERTS; PATENT LEGAL SERVICE (GREENE),"(49, 56, 'ROBERTS', 'PERSON')",ROBERTS,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),TAS::75 0885::TAS NIAID DAIT CLINICAL SITE MONITORING CENTER,TAS::75 0885::TAS NIAID DAIT CLINICAL SITE MONITORING CENTER,"(0, 60, 'TAS::75 0885::TAS NIAID DAIT CLINICAL SITE MONITORING CENTER', 'PERSON')",TAS::75 0885::TAS NIAID DAIT CLINICAL SITE MONITORING CENTER,PERSON,
DEPARTMENT OF DEFENSE (DOD),"SAFE DOCUMENTS (SAFEDOCS) PROGRAM. THE SAFE DOCUMENTS PROGRAM WILL DEVELOP NOVEL VERIFIED PROGRAMMING METHODOLOGIES FOR BUILDING HIGH ASSURANCE PARSERS FOR EXTANT ELECTRONIC DATA FORMATS, AND NOVEL METHODOLOGIES FOR COMPREHENDING, SIMPLIFYING, AND REDUCING THESE FORMATS TO THEIR SAFE, UNAMBIGUOUS, VERIFICATION-FRIENDLY SUBSETS ""SAFE SUB-SETTING"".","SAFE DOCUMENTS (SAFEDOCS) PROGRAM. THE SAFE DOCUMENTS PROGRAM WILL DEVELOP NOVEL VERIFIED PROGRAMMING METHODOLOGIES FOR BUILDING HIGH ASSURANCE PARSERS FOR EXTANT ELECTRONIC DATA FORMATS, AND NOVEL METHODOLOGIES FOR COMPREHENDING, SIMPLIFYING, AND REDUCING THESE FORMATS TO THEIR SAFE, UNAMBIGUOUS, VERIFICATION-FRIENDLY SUBSETS ""SAFE SUB-SETTING"".","(144, 151, 'PARSERS', 'PERSON')",PARSERS,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF KS-BIO.0295-17; E-254-2013/2-AP-02; BIRD; PATENT LEGAL SERVICE (MITZELFELT),IGF::CT::IGF KS-BIO.0295-17; E-254-2013/2-AP-02; BIRD; PATENT LEGAL SERVICE (MITZELFELT),"(0, 27, 'IGF::CT::IGF KS-BIO.0295-17', 'PERSON')",IGF::CT::IGF KS-BIO.0295-17,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::OT::IGF MUC1 VACCINE IN PATIENTS WITH NEWLY DIAGNOSED ADVANCED ADENOMAS,IGF::OT::IGF MUC1 VACCINE IN PATIENTS WITH NEWLY DIAGNOSED ADVANCED ADENOMAS,"(68, 76, 'ADENOMAS', 'PERSON')",ADENOMAS,PERSON,
DEPARTMENT OF DEFENSE (DOD),(FY19 UWSH OMN) SUCTION CUP RIGGING ATTA,(FY19 UWSH OMN) SUCTION CUP RIGGING ATTA,"(1, 14, 'FY19 UWSH OMN', 'PERSON')",FY19 UWSH OMN,PERSON,
DEPARTMENT OF HOMELAND SECURITY (DHS),IGF::OT::IGF  (TEAM 3 - BLUE) PATAC III TASK ORDER FOR 90 TECHNICAL SPECIALISTS TO SUPPORT THE PA-TAC EFFORTS UNDER DR-4332-TX.,IGF::OT::IGF  (TEAM 3 - BLUE) PATAC III TASK ORDER FOR 90 TECHNICAL SPECIALISTS TO SUPPORT THE PA-TAC EFFORTS UNDER DR-4332-TX.,"(116, 126, 'DR-4332-TX', 'PERSON')",DR-4332-TX,PERSON,
DEPARTMENT OF DEFENSE (DOD),"CYBERSPACE SCIENCE, RESEARCH, ENGINEERING AND TECHNOLOGY INTEGRATION MULTIPLE AWARD CONTRACT FOR PROFESSIONAL TECHNICAL AND MANAGEMENT SUPPORT SERVICES.","CYBERSPACE SCIENCE, RESEARCH, ENGINEERING AND TECHNOLOGY INTEGRATION MULTIPLE AWARD CONTRACT FOR PROFESSIONAL TECHNICAL AND MANAGEMENT SUPPORT SERVICES.","(0, 10, 'CYBERSPACE', 'PERSON')",CYBERSPACE,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF SR-BIO.0339-17; E-004-2009/2-ID-08; NABEL; PATENT LEGAL SERVICE (CONTRERAS),IGF::CT::IGF SR-BIO.0339-17; E-004-2009/2-ID-08; NABEL; PATENT LEGAL SERVICE (CONTRERAS),"(78, 87, 'CONTRERAS', 'PERSON')",CONTRERAS,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF LVM-BIO.0283-15; E-272-2012/0-US-03; JI; PATENT LEGAL SERVICE; (HASTINGS),IGF::CT::IGF LVM-BIO.0283-15; E-272-2012/0-US-03; JI; PATENT LEGAL SERVICE; (HASTINGS),"(0, 28, 'IGF::CT::IGF LVM-BIO.0283-15', 'PERSON')",IGF::CT::IGF LVM-BIO.0283-15,PERSON,
DEPARTMENT OF HOMELAND SECURITY (DHS),"THIS IS A CPFF CONTRACT AWARDED TO BUBBLE TECHNOLOGY INDUSTRIES (BTI)INC. TO PROVIDE EXPLORATORY RESEARCH SUPPORT TO THE DHS, COUNTERING WEAPONS OF MASS DESTRUCTION IN RESPONSE TO OPEN BROAD AGENCY ANNOUNCEMENT 70RDND18R00000003 ISSUED ON 4/17/19.","THIS IS A CPFF CONTRACT AWARDED TO BUBBLE TECHNOLOGY INDUSTRIES (BTI)INC. TO PROVIDE EXPLORATORY RESEARCH SUPPORT TO THE DHS, COUNTERING WEAPONS OF MASS DESTRUCTION IN RESPONSE TO OPEN BROAD AGENCY ANNOUNCEMENT 70RDND18R00000003 ISSUED ON 4/17/19.","(65, 72, 'BTI)INC', 'PERSON')",BTI)INC,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF KS-BIO.0785-17; E-234-2017/0-US-01; HOFFMAN; PATENT LEGAL SERVICE (MEI),IGF::CT::IGF KS-BIO.0785-17; E-234-2017/0-US-01; HOFFMAN; PATENT LEGAL SERVICE (MEI),"(0, 27, 'IGF::CT::IGF KS-BIO.0785-17', 'PERSON')",IGF::CT::IGF KS-BIO.0785-17,PERSON,
DEPARTMENT OF JUSTICE (DOJ),CAREER TRAINING CONCEPTS INC-R18NMX25052 SVCS BASE YEAR LAS CRUCES PARALEGAL/LEGAL ASSISTANT X2 POSITIONS INCLUDES OT AND TRAVEL(IF AUTHORIZED 07/30/18-07/29/19,CAREER TRAINING CONCEPTS INC-R18NMX25052 SVCS BASE YEAR LAS CRUCES PARALEGAL/LEGAL ASSISTANT X2 POSITIONS INCLUDES OT AND TRAVEL(IF AUTHORIZED 07/30/18-07/29/19,"(122, 131, 'TRAVEL(IF', 'PERSON')",TRAVEL(IF,PERSON,
DEPARTMENT OF JUSTICE (DOJ),BJA/NIJ PMT BPA CALL - AWARDED UNDER BPA DJO-BJA-16-S-0272 TO BOOZ ALLEN HAMILTON (CAGE 17038) - 3 YEAR POP (9/30/2020 - 9/29/2023),BJA/NIJ PMT BPA CALL - AWARDED UNDER BPA DJO-BJA-16-S-0272 TO BOOZ ALLEN HAMILTON (CAGE 17038) - 3 YEAR POP (9/30/2020 - 9/29/2023),"(62, 81, 'BOOZ ALLEN HAMILTON', 'PERSON')",BOOZ ALLEN HAMILTON,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::OT::IGF ASPR-18-04663 -- FUNDING TO BATTELLE MEMORIAL INSTITUTE TO SUPPORT AN EFFICACY STUDY OF MAB THERAPEUTIC AGAINST EBOV LETHAL CHALLENGE IN RHESUS MACAQUES RTOR BIO-AMT-1016 CLIN 0001,IGF::OT::IGF ASPR-18-04663 -- FUNDING TO BATTELLE MEMORIAL INSTITUTE TO SUPPORT AN EFFICACY STUDY OF MAB THERAPEUTIC AGAINST EBOV LETHAL CHALLENGE IN RHESUS MACAQUES RTOR BIO-AMT-1016 CLIN 0001,"(0, 26, 'IGF::OT::IGF ASPR-18-04663', 'PERSON')",IGF::OT::IGF ASPR-18-04663,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::OT::IGF ASPR-18-04663 -- FUNDING TO BATTELLE MEMORIAL INSTITUTE TO SUPPORT AN EFFICACY STUDY OF MAB THERAPEUTIC AGAINST EBOV LETHAL CHALLENGE IN RHESUS MACAQUES RTOR BIO-AMT-1016 CLIN 0001,IGF::OT::IGF ASPR-18-04663 -- FUNDING TO BATTELLE MEMORIAL INSTITUTE TO SUPPORT AN EFFICACY STUDY OF MAB THERAPEUTIC AGAINST EBOV LETHAL CHALLENGE IN RHESUS MACAQUES RTOR BIO-AMT-1016 CLIN 0001,"(166, 188, 'RTOR BIO-AMT-1016 CLIN', 'PERSON')",RTOR BIO-AMT-1016 CLIN,PERSON,
DEPARTMENT OF JUSTICE (DOJ),FY21 AFASS SERVICES DO 0490,FY21 AFASS SERVICES DO 0490,"(0, 10, 'FY21 AFASS', 'PERSON')",FY21 AFASS,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),NIAID HIV AND OTHER INFECTIOUS DISEASES CLINICAL RESEARCH SUPPORT SERVICES (CRSS),NIAID HIV AND OTHER INFECTIOUS DISEASES CLINICAL RESEARCH SUPPORT SERVICES (CRSS),"(0, 74, 'NIAID HIV AND OTHER INFECTIOUS DISEASES CLINICAL RESEARCH SUPPORT SERVICES', 'PERSON')",NIAID HIV AND OTHER INFECTIOUS DISEASES CLINICAL RESEARCH SUPPORT SERVICES,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF SR-BIO.0235-17; E-181-2014/0-US-06; MOSS; PATENT LEGAL SERVICE (HURLEY),IGF::CT::IGF SR-BIO.0235-17; E-181-2014/0-US-06; MOSS; PATENT LEGAL SERVICE (HURLEY),"(77, 83, 'HURLEY', 'PERSON')",HURLEY,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),LABOR HOUR AWARD CENTER FOR DRUG EVALUATION AND RESEARCH (CDER) OFFICE OF THE CENTER DIRECTOR PROJECT/PROGRAM MANAGEMENT SUPPORT SERVICES FOR NEW INSPECTION PROTOCOL PROJECT (NIPP) INITIATIVE FDA THREE-WAY-MATCHING INVOICE CLAUSE-COR: MARY.JOHNSON,LABOR HOUR AWARD CENTER FOR DRUG EVALUATION AND RESEARCH (CDER) OFFICE OF THE CENTER DIRECTOR PROJECT/PROGRAM MANAGEMENT SUPPORT SERVICES FOR NEW INSPECTION PROTOCOL PROJECT (NIPP) INITIATIVE FDA THREE-WAY-MATCHING INVOICE CLAUSE-COR: MARY.JOHNSON,"(235, 247, 'MARY.JOHNSON', 'PERSON')",MARY.JOHNSON,PERSON,
DEPARTMENT OF DEFENSE (DOD),"200408!040798!1700!BW21A !NAVAL SURFACE WARFARE CENTER CAR!N0016704D0028  !A!N! !N!             !      !20040511!20091111!067641597!067641597!099312725!N!ANTEON CORPORATION            !3211 JERMANTOWN RD, STE 70!FAIRFAX             !VA!22030!26496!600!51!FAIRFAX             !FAIRFAX (CITY)        !VIRGINIA  !+000000000000!N!N!000001545257!AJ42!RDTE/ENGINEERING SCIENCES - APPLIED RESEARCH      !A3 !SHIPS                               !000 !*                             !541710!E! !3!B!S! ! !C!20040511!B!F!N!A! !A!N!U!2!002!B!  !Z!Y!Z! !  !N!C!N! ! ! !A!Z!A!A!000!A!C!N! ! ! ! !    !      !0001! !","200408!040798!1700!BW21A !NAVAL SURFACE WARFARE CENTER CAR!N0016704D0028  !A!N! !N!             !      !20040511!20091111!067641597!067641597!099312725!N!ANTEON CORPORATION            !3211 JERMANTOWN RD, STE 70!FAIRFAX             !VA!22030!26496!600!51!FAIRFAX             !FAIRFAX (CITY)        !VIRGINIA  !+000000000000!N!N!000001545257!AJ42!RDTE/ENGINEERING SCIENCES - APPLIED RESEARCH      !A3 !SHIPS                               !000 !*                             !541710!E! !3!B!S! ! !C!20040511!B!F!N!A! !A!N!U!2!002!B!  !Z!Y!Z! !  !N!C!N! ! ! !A!Z!A!A!000!A!C!N! ! ! ! !    !      !0001! !","(190, 203, 'JERMANTOWN RD', 'PERSON')",JERMANTOWN RD,PERSON,
DEPARTMENT OF DEFENSE (DOD),(FY20 USMC OMN) DEPLOY FADOSS ISO AAV US,(FY20 USMC OMN) DEPLOY FADOSS ISO AAV US,"(23, 40, 'FADOSS ISO AAV US', 'PERSON')",FADOSS ISO AAV US,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),CCL-CHM.0029-18; E-275-2014/0-CN-07; MARCHAND; PATENT LEGAL SERVICE; (CHANG),CCL-CHM.0029-18; E-275-2014/0-CN-07; MARCHAND; PATENT LEGAL SERVICE; (CHANG),"(70, 75, 'CHANG', 'PERSON')",CHANG,PERSON,
DEPARTMENT OF THE TREASURY (TREAS),"IGF::CL::IGF FOR CLOSELY ASSOCIATED  TAYLOR, KEITH VINCENT; NEW CONTRACT","IGF::CL::IGF FOR CLOSELY ASSOCIATED  TAYLOR, KEITH VINCENT; NEW CONTRACT","(45, 58, 'KEITH VINCENT', 'PERSON')",KEITH VINCENT,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),NIHBPSSII TORP 2024,NIHBPSSII TORP 2024,"(0, 14, 'NIHBPSSII TORP', 'PERSON')",NIHBPSSII TORP,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),"TASK ORDER B-1, ANIMAL MODEL DEVELOPMENT AND EFFICACY TESTING OF CANDIDATE MCMS","TASK ORDER B-1, ANIMAL MODEL DEVELOPMENT AND EFFICACY TESTING OF CANDIDATE MCMS","(75, 79, 'MCMS', 'PERSON')",MCMS,PERSON,
DEPARTMENT OF TRANSPORTATION (DOT),ADMIRAL CALLAGHAN FY21 M&R DRYDOCK A - PCS-ACL21-1006A,ADMIRAL CALLAGHAN FY21 M&R DRYDOCK A - PCS-ACL21-1006A,"(8, 26, 'CALLAGHAN FY21 M&R', 'PERSON')",CALLAGHAN FY21 M&R,PERSON,
DEPARTMENT OF TRANSPORTATION (DOT),ADM CALLAGHAN TOPDA A,ADM CALLAGHAN TOPDA A,"(0, 19, 'ADM CALLAGHAN TOPDA', 'PERSON')",ADM CALLAGHAN TOPDA,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF KS-BIO.0468-17; E-328-2013/0-US-17;  KEW; PATENT LEGAL SERVICE (SURABIAN),IGF::CT::IGF KS-BIO.0468-17; E-328-2013/0-US-17;  KEW; PATENT LEGAL SERVICE (SURABIAN),"(0, 27, 'IGF::CT::IGF KS-BIO.0468-17', 'PERSON')",IGF::CT::IGF KS-BIO.0468-17,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF EAPD-BIO.0014-17; E-108-2010/0-US-05; LEDERMAN; PATENT LEGAL SERVICE (SHMILOVICH),IGF::CT::IGF EAPD-BIO.0014-17; E-108-2010/0-US-05; LEDERMAN; PATENT LEGAL SERVICE (SHMILOVICH),"(0, 29, 'IGF::CT::IGF EAPD-BIO.0014-17', 'PERSON')",IGF::CT::IGF EAPD-BIO.0014-17,PERSON,
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),"OSIRIS - REX ASTEROID SAMPLE RETURN MISSION. 1.1 OSIRIS - REX DEPUTY PRINCIPAL INVESTIGATOR, HEATHER ENOS, OSIRIS - REX BUSINESS MANAGER, DR. DRAKE AND DR. LAURETTA WILL HAVE THE OVERALL RESPONSIBILITY FOR THE DEVELOPMENT AND DELIVERY OF THE OSIRIS - REX PHASE A CONCEPT STUDY REPORT. THE CONCEPT STUDY REPORT MUST MEET THE REQUIREMENTS DELINEATED IN PART II OF THE STATEMENT OF WORK. 1.2 THE CONCEPT STUDY REPORT (CSR) WILL INCLUDE, BUT NOT LIMITED TO, PROPOSED LEVEL 1 SCIENCE REQUIREMENTS, CRITERIA FOR FULL MISSION SUCCESS SATISFYING THE BASELINE SCIENCE MISSION AND CRITERIA FOR MINIMUM MISSION SUCCESS SATISFYING THE THRESHOLD SCIENCE MISSION. 1.3 THE UA MANAGEMENT TEAM WILL WORK CLOSELY WITH THE GSFC AND LM MANAGEMENT TEAMS TO REFINE THE PROPOSED OSIRIS - REX MISSION COSTS. THE UA MANAGEMENT TEAM WILL WORK CLOSELY WITH GSFC PROJECT MANAGEMENT AND LM TO ASSESS THE ROBUSTNESS AND FEASIBILITY OF THE COST AND SCHEDULES. THE UA MANAGEMENT TEAM WILL HAVE THE LEAD FOR THE COST SECTION OF THE REPORT. 1.4 THE UA MANAGEMENT TEAM WILL PROVIDE SUPPORT IN THE DEVELOPMENT OF REQUIRED INTERNATIONAL AGREEMENTS SUCH AS TECHNICAL ASSISTANCE AGREEMENTS AND ITAR LICENSES. 1.5 THE UA MANAGEMENT TEAM WILL OVERSEE THE PHASE A CONTRACT WITH INSTRUMENT LEAD, DR. PHIL CHRISTENSEN, ASU. 1.6 THE UA MANAGEMENT TEAM WILL PROVIDE INPUTS AND VALIDATION SUPPORT TO THE GSFC INTEGRATED MASTER SCHEDULER. 1.7 DEPUTY PI, DR. LAURETTA, WILL LEAD THE DEVELOPMENT OF THE E/PO AND STUDENT COLLABORATION PLANS. 1.8 THE UNIVERSITY OF ARIZONA (UA) WILL SUPPORT THE OSIRIS-REX SITE VISIT AT LOCKHEED MARTIN, LITTLETON, CO.","OSIRIS - REX ASTEROID SAMPLE RETURN MISSION. 1.1 OSIRIS - REX DEPUTY PRINCIPAL INVESTIGATOR, HEATHER ENOS, OSIRIS - REX BUSINESS MANAGER, DR. DRAKE AND DR. LAURETTA WILL HAVE THE OVERALL RESPONSIBILITY FOR THE DEVELOPMENT AND DELIVERY OF THE OSIRIS - REX PHASE A CONCEPT STUDY REPORT. THE CONCEPT STUDY REPORT MUST MEET THE REQUIREMENTS DELINEATED IN PART II OF THE STATEMENT OF WORK. 1.2 THE CONCEPT STUDY REPORT (CSR) WILL INCLUDE, BUT NOT LIMITED TO, PROPOSED LEVEL 1 SCIENCE REQUIREMENTS, CRITERIA FOR FULL MISSION SUCCESS SATISFYING THE BASELINE SCIENCE MISSION AND CRITERIA FOR MINIMUM MISSION SUCCESS SATISFYING THE THRESHOLD SCIENCE MISSION. 1.3 THE UA MANAGEMENT TEAM WILL WORK CLOSELY WITH THE GSFC AND LM MANAGEMENT TEAMS TO REFINE THE PROPOSED OSIRIS - REX MISSION COSTS. THE UA MANAGEMENT TEAM WILL WORK CLOSELY WITH GSFC PROJECT MANAGEMENT AND LM TO ASSESS THE ROBUSTNESS AND FEASIBILITY OF THE COST AND SCHEDULES. THE UA MANAGEMENT TEAM WILL HAVE THE LEAD FOR THE COST SECTION OF THE REPORT. 1.4 THE UA MANAGEMENT TEAM WILL PROVIDE SUPPORT IN THE DEVELOPMENT OF REQUIRED INTERNATIONAL AGREEMENTS SUCH AS TECHNICAL ASSISTANCE AGREEMENTS AND ITAR LICENSES. 1.5 THE UA MANAGEMENT TEAM WILL OVERSEE THE PHASE A CONTRACT WITH INSTRUMENT LEAD, DR. PHIL CHRISTENSEN, ASU. 1.6 THE UA MANAGEMENT TEAM WILL PROVIDE INPUTS AND VALIDATION SUPPORT TO THE GSFC INTEGRATED MASTER SCHEDULER. 1.7 DEPUTY PI, DR. LAURETTA, WILL LEAD THE DEVELOPMENT OF THE E/PO AND STUDENT COLLABORATION PLANS. 1.8 THE UNIVERSITY OF ARIZONA (UA) WILL SUPPORT THE OSIRIS-REX SITE VISIT AT LOCKHEED MARTIN, LITTLETON, CO.","(93, 105, 'HEATHER ENOS', 'PERSON')",HEATHER ENOS,PERSON,
